city,cityId,city2,city2Id,routeId
Spokane,110,Boston,13,11013
Spokane,110,Burbank,15,11015
Spokane,110,Cabo San Lucas,16,11016
Spokane,110,Chicago,19,11019
Spokane,110,Columbus,22,11022
Spokane,110,Dallas,24,11024
Spokane,110,Honolulu,42,11042
Spokane,110,Juneau,48,11048
Spokane,110,Kona,55,11055
Spokane,110,Las Vegas,58,11058
Spokane,110,Lihue,60,11060
Spokane,110,Los Angeles,62,11062
Spokane,110,Maui,63,11063
Spokane,110,New York,75,11075
Spokane,110,Newark,76,11076
Spokane,110,Oakland,78,11078
Spokane,110,Ontario,81,11081
Spokane,110,Orlando,82,11082
Spokane,110,Palm Springs,83,11083
Spokane,110,Phoenix,87,11087
Spokane,110,Pittsburgh,88,11088
Spokane,110,Portland,89,11089
Spokane,110,Sacramento,97,11097
Spokane,110,Salt Lake City,99,11099
Spokane,110,San Diego,101,110101
Spokane,110,San Francisco,102,110102
Spokane,110,San Jose,103,110103
Spokane,110,San Luis Obispo,104,110104
Spokane,110,Santa Ana,105,110105
Spokane,110,Seattle,108,110108
Spokane,110,Washington D.C.,121,110121
Steamboat Springs,111,San Diego,101,111101
Steamboat Springs,111,Seattle,108,111108
Sun Valley,112,Seattle,108,112108
Tampa,113,Anchorage,3,1133
Tampa,113,Los Angeles,62,11362
Tampa,113,Portland,89,11389
Tampa,113,San Diego,101,113101
Tampa,113,San Francisco,102,113102
Tampa,113,Seattle,108,113108
Tokyo,114,Seattle,108,114108
Toronto,115,Seattle,108,115108
Tucson,116,Everett,32,11632
Tucson,116,Portland,89,11689
Tucson,116,Sacramento,97,11697
Tucson,116,San Jose,103,116103
Tucson,116,Santa Ana,105,116105
Tucson,116,Seattle,108,116108
Vail,117,San Diego,101,117101
Vail,117,Seattle,108,117108
Vancouver,118,Dallas,24,11824
Vancouver,118,Los Angeles,62,11862
Vancouver,118,New York,75,11875
Vancouver,118,Ontario,81,11881
Vancouver,118,Philadelphia,86,11886
Vancouver,118,Phoenix,87,11887
Vancouver,118,San Diego,101,118101
Vancouver,118,San Francisco,102,118102
Vancouver,118,Santa Ana,105,118105
Victoria,119,Houston,43,11943
Walla Walla,120,Seattle,108,120108
Washington D.C.,121,Anchorage,3,1213
Washington D.C.,121,Los Angeles,62,12162
Washington D.C.,121,Portland,89,12189
Washington D.C.,121,San Diego,101,121101
Washington D.C.,121,San Francisco,102,121102
Washington D.C.,121,Seattle,108,121108
Washington D.C.,121,Spokane,110,121110
Wenatchee,122,Honolulu,42,12242
Wenatchee,122,Kona,55,12255
Wenatchee,122,Lihue,60,12260
Wenatchee,122,Maui,63,12263
Wenatchee,122,Seattle,108,122108
Wichita,123,Seattle,108,123108
Wrangell,124,Bozeman,14,12414
Wrangell,124,Ketchikan,52,12452
Wrangell,124,Ontario,81,12481
Wrangell,124,Petersburg,85,12485
Wrangell,124,Redding,94,12494
Wrangell,124,Reno,96,12496
Wrangell,124,Sacramento,97,12497
Wrangell,124,Santa Rosa,107,124107
Wrangell,124,Seattle,108,124108
Yakima,125,Honolulu,42,12542
Yakima,125,Kona,55,12555
Yakima,125,Lihue,60,12560
Yakima,125,Maui,63,12563
Yakima,125,Seattle,108,125108
Yakutat,126,Bozeman,14,12614
Yakutat,126,Cordova,23,12623
Yakutat,126,Juneau,48,12648
Yakutat,126,Ontario,81,12681
Yakutat,126,Redding,94,12694
Yakutat,126,Reno,96,12696
Yakutat,126,Sacramento,97,12697
Yakutat,126,Santa Rosa,107,126107
Yakutat,126,Seattle,108,126108
